seq	devision	phylum	class	order	family	genus
seq_00652	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	NA	NA
seq_00654	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Intrasporangiaceae	Pedococcus
seq_00663	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_00665	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	NA
seq_00667	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium
seq_00669	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_00670	Bacteria	Bacillota	Bacilli	Caryophanales	Caryophanaceae	Planococcus
seq_00672	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA
seq_00673	NA	NA	NA	NA	NA	NA
seq_00674	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
seq_00675	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_00680	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Umezawaea
seq_00685	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	Byssovorax
seq_00687	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Caulifigura
seq_00689	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus
seq_00690	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_00691	Bacteria	NA	NA	NA	NA	NA
seq_00692	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium
seq_00693	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavitalea
seq_00697	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA
seq_00699	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Croceibacterium
seq_00701	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Zoogloea
seq_00702	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Archangiaceae	Stigmatella
seq_00703	NA	NA	NA	NA	NA	NA
seq_00705	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Fluviibacteraceae	Fluviibacter
seq_00707	Bacteria	NA	NA	NA	NA	NA
seq_00710	Bacteria	Actinomycetota	Actinobacteria	Kineosporiales	Kineosporiaceae	NA
seq_00711	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	NA
seq_00716	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
seq_00717	Bacteria	Chloroflexota	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon
seq_00718	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_00721	Bacteria	Thermomicrobiota	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	NA
seq_00722	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA
seq_00727	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	NA
seq_00729	Bacteria	Bacillota	Bacilli	Caryophanales	Caryophanaceae	Kurthia
seq_00730	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
seq_00733	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus
seq_00736	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcidiopsidales	Aliterellaceae	Aliterella
seq_00738	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_00745	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_00747	Bacteria	NA	NA	NA	NA	NA
seq_00749	NA	NA	NA	NA	NA	NA
seq_00752	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	NA
seq_00754	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	NA	NA
seq_00756	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_00757	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	NA	NA
seq_00758	Bacteria	NA	NA	NA	NA	NA
seq_00760	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_00766	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_00767	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	NA
seq_00768	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_00770	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA
seq_00774	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_00778	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
seq_00779	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
seq_00782	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Entomomonas
seq_00785	NA	NA	NA	NA	NA	NA
seq_00786	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia
seq_00788	Archaea	Nitrososphaerota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera
seq_00789	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Brenneria
seq_00793	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Hydrobacter
seq_00795	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA
seq_00797	Bacteria	Bacillota	Bacilli	Caryophanales	Caryophanaceae	NA
seq_00798	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Spirosomaceae	Fibrella
seq_00799	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	NA	NA
seq_00802	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora
seq_00804	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	NA	NA
seq_00805	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylotenera
seq_00806	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_00810	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	NA
seq_00813	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_00815	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA
seq_00823	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA
seq_00825	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	NA
seq_00828	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_00829	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter
seq_00830	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Tundrisphaera
seq_00831	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_00835	NA	NA	NA	NA	NA	NA
seq_00840	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_00842	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA
seq_00843	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_00844	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
seq_00848	Bacteria	Deinococcota	Deinococci	Trueperales	Trueperaceae	Truepera
seq_00849	Bacteria	NA	NA	NA	NA	NA
seq_00853	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA
seq_00854	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
seq_00855	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_00859	Bacteria	NA	NA	NA	NA	NA
seq_00861	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
seq_00864	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_00866	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
seq_00867	NA	NA	NA	NA	NA	NA
seq_00869	Bacteria	Actinomycetota	Actinobacteria	Kineosporiales	Kineosporiaceae	NA
seq_00873	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Adhaeribacter
seq_00878	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Gemmobacter
seq_00880	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
seq_00883	Bacteria	Acidobacteriota	Acidobacteria_Gp17	Acidobacteria_Gp17_incertae_sedis	Acidobacteria_Gp17_incertae_sedis	Gp17
seq_00884	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	NA
seq_00886	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Paracnuella
seq_00889	NA	NA	NA	NA	NA	NA
seq_00891	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	NA
seq_00892	Bacteria	Verrucomicrobiota	NA	NA	NA	NA
seq_00897	Bacteria	NA	NA	NA	NA	NA
seq_00898	NA	NA	NA	NA	NA	NA
seq_00899	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	NA
seq_00900	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
seq_00903	Bacteria	NA	NA	NA	NA	NA
seq_00906	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	NA	NA
seq_00907	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_00908	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	NA	NA
seq_00909	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Marinitenerispora
seq_00912	NA	NA	NA	NA	NA	NA
seq_00913	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	NA	NA
seq_00916	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium
seq_00917	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_00918	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Kribbellaceae	Kribbella
seq_00919	Bacteria	NA	NA	NA	NA	NA
seq_00921	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_00923	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus
seq_00926	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_00935	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_00937	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter
seq_00941	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_00942	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_00945	Bacteria	NA	NA	NA	NA	NA
seq_00947	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_00948	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_00949	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_00951	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Orbus
seq_00953	NA	NA	NA	NA	NA	NA
seq_00954	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
seq_00955	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	NA
seq_00959	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio
seq_00960	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Acidobacteria_Gp3_incertae_sedis	Acidobacteria_Gp3_incertae_sedis	Gp3
seq_00962	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_00966	Bacteria	Bacillota	Bacilli	Caryophanales	Thermoactinomycetaceae	Thermoactinomyces
seq_00967	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas
seq_00970	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_00974	Bacteria	Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Allocoleopsis
seq_00984	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas
seq_00986	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
seq_00987	Bacteria	Cyanobacteriota	NA	NA	NA	NA
seq_00989	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Archangiaceae	NA
seq_00990	Bacteria	Verrucomicrobiota	NA	NA	NA	NA
seq_00992	Bacteria	Acidobacteriota	Acidobacteria_Gp7	Acidobacteria_Gp7_incertae_sedis	Acidobacteria_Gp7_incertae_sedis	Gp7
seq_00993	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_00994	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	NA
seq_00995	NA	NA	NA	NA	NA	NA
seq_00997	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	NA
seq_00998	Bacteria	Bacillota	Bacilli	Caryophanales	Caryophanaceae	Sporosarcina
seq_00999	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces
seq_01003	Bacteria	NA	NA	NA	NA	NA
seq_01008	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter
seq_01013	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	Fimbriiglobus
seq_01014	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
seq_01017	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
seq_01019	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_01020	Bacteria	NA	NA	NA	NA	NA
seq_01021	NA	NA	NA	NA	NA	NA
seq_01022	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermomarinilinea
seq_01023	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_01024	NA	NA	NA	NA	NA	NA
seq_01029	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	NA
seq_01031	NA	NA	NA	NA	NA	NA
seq_01032	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_01034	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_01037	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_01039	Bacteria	Cyanobacteriota	Cyanophyceae	NA	NA	NA
seq_01040	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
seq_01041	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_01043	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_01044	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
seq_01045	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_01048	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium
seq_01050	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA
seq_01052	Bacteria	Cyanobacteriota	NA	NA	NA	NA
seq_01058	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA
seq_01059	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	NA
seq_01063	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_01064	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
seq_01065	Bacteria	Cyanobacteriota	Chloroplast	Chloroplast_incertae_sedis	Chloroplast	NA
seq_01067	NA	NA	NA	NA	NA	NA
seq_01068	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Calotrichaceae	Macrochaete
seq_01070	NA	NA	NA	NA	NA	NA
seq_01071	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_01075	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
seq_01076	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA
seq_01082	Bacteria	Bacillota	Bacilli	Caryophanales	NA	NA
seq_01085	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_01086	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	NA	NA
seq_01090	Bacteria	Bacillota	Bacilli	Caryophanales	Staphylococcaceae	Mammaliicoccus
seq_01092	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA
seq_01093	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA
seq_01101	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Cytobacillus
seq_01106	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera
seq_01108	Bacteria	Cyanobacteriota	Cyanophyceae	NA	NA	NA
seq_01110	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Aridibacter
seq_01111	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	NA
seq_01113	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	NA
seq_01117	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	NA
seq_01118	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_01119	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Azonexaceae	Dechloromonas
seq_01121	NA	NA	NA	NA	NA	NA
seq_01122	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phreatobacteraceae	Phreatobacter
seq_01123	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	NA
seq_01127	Bacteria	NA	NA	NA	NA	NA
seq_01128	Bacteria	Cyanobacteriota	NA	NA	NA	NA
seq_01129	Bacteria	Cyanobacteriota	Chloroplast	Chloroplast_incertae_sedis	Chloroplast	Cryptomonadaceae
seq_01130	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA
seq_01133	Bacteria	Bacillota	Bacilli	Caryophanales	Staphylococcaceae	Salinicoccus
seq_01134	Bacteria	Acidobacteriota	NA	NA	NA	NA
seq_01137	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Yaniella
seq_01139	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_01141	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA
seq_01143	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	NA
seq_01146	Bacteria	Verrucomicrobiota	NA	NA	NA	NA
seq_01147	Bacteria	Cyanobacteriota	NA	NA	NA	NA
seq_01149	Bacteria	NA	NA	NA	NA	NA
seq_01153	Bacteria	NA	NA	NA	NA	NA
seq_01158	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Amaricoccus
seq_01159	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_01161	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA
seq_01162	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_01163	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_01165	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA
seq_01167	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingosinicellaceae	Sphingosinicella
seq_01176	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Terriglobus
seq_01178	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Cyanobium
seq_01179	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
seq_01182	NA	NA	NA	NA	NA	NA
seq_01189	Bacteria	Cyanobacteriota	Chloroplast	Chloroplast_incertae_sedis	Chloroplast	NA
seq_01190	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_01193	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA
seq_01194	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_01195	NA	NA	NA	NA	NA	NA
seq_01198	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora
seq_01201	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_01203	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_01205	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	NA
seq_01210	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_01212	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	NA
seq_01217	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_01218	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_01220	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_01222	Bacteria	NA	NA	NA	NA	NA
seq_01223	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_01225	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_01227	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	NA
seq_01230	NA	NA	NA	NA	NA	NA
seq_01234	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria
seq_01237	NA	NA	NA	NA	NA	NA
seq_01238	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_01239	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_01240	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_01247	Bacteria	Cyanobacteriota	Chloroplast	Chloroplast_incertae_sedis	Chloroplast	NA
seq_01251	Bacteria	Bacillota	Bacilli	Caryophanales	NA	NA
seq_01255	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_01256	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Ferruginibacter
seq_01258	Bacteria	Bacillota	Bacilli	Caryophanales	NA	NA
seq_01263	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	NA
seq_01264	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA
seq_01266	Bacteria	NA	NA	NA	NA	NA
seq_01271	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_01272	Bacteria	NA	NA	NA	NA	NA
seq_01277	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA
seq_01281	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter
seq_01283	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_01286	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA
seq_01291	NA	NA	NA	NA	NA	NA
seq_01297	Eukaryota	Plantae	Liliopsida	Poales	Poaceae	Zea
seq_01298	Bacteria	Cyanobacteriota	NA	NA	NA	NA
seq_01300	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Afipia
seq_01301	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	NA	NA
seq_01305	Bacteria	NA	NA	NA	NA	NA
seq_01306	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_01309	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_01312	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis
seq_01313	Bacteria	NA	NA	NA	NA	NA
seq_01314	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_01316	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_01317	Bacteria	Lentisphaerota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis
seq_01318	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	NA	NA
seq_01321	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_01324	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	NA	NA
seq_01326	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_01328	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA
seq_01330	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
seq_01333	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
seq_01335	Bacteria	NA	NA	NA	NA	NA
