phylum	class	order	family	genus	species
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus aquatilis
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus arvensis
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus bilobus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus breyninus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus bulbosus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus carinthiacus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus circinatus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ficaria	Ficaria verna
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ficaria	Ficaria ambigua
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus flammula
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus fluitans
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus glacialis
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus gramineus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus hederaceus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus hybridus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus kuepferi
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus lanuginosus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus lingua
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus monspeliacus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus montanus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus muricatus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus paludosus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus parnassiifolius
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus parviflorus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus peltatus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus penicillatus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus platanifolius
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus polyanthemos
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus pygmaeus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus repens
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus reptans
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus rionii
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus sardous
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus sceleratus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus seguieri
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus thora
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus trichophyllus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus confervoides
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus velutinus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus venetus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus villarsii
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus	Raphanus raphanistrum
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus	Raphanus sativus
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Rapistrum	Rapistrum perenne
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Rapistrum	Rapistrum rugosum
Tracheophyta	Magnoliopsida	Brassicales	Resedaceae	Reseda	Reseda lutea
Tracheophyta	Magnoliopsida	Brassicales	Resedaceae	Reseda	Reseda luteola
Tracheophyta	Magnoliopsida	Brassicales	Resedaceae	Reseda	Reseda phyteuma
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Reynoutria	Reynoutria bohemica
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Reynoutria	NA
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Reynoutria	Reynoutria japonica
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Reynoutria	Reynoutria sachalinensis
Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus alaternus
Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Atadinus	Atadinus alpinus
Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica
Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Atadinus	Atadinus pumilus
Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus saxatilis
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Leuzea	Leuzea conifera
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rheum	Rheum rhabarbarum
Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Rhinanthus	Rhinanthus alectorolophus
Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Rhinanthus	NA
Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Rhinanthus	Rhinanthus antiquus
Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Rhinanthus	Rhinanthus glacialis
Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Rhinanthus	Rhinanthus minor
Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	Rhodiola	Rhodiola rosea
Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	Rhododendron intermedium
Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	Rhododendron ferrugineum
Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	Rhododendron hirsutum
Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhodothamnus	Rhodothamnus chamaecistus
Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Rhus	Rhus typhina
Tracheophyta	Liliopsida	Poales	Cyperaceae	Rhynchospora	Rhynchospora alba
Tracheophyta	Liliopsida	Poales	Cyperaceae	Rhynchospora	Rhynchospora fusca
Tracheophyta	Magnoliopsida	Saxifragales	Grossulariaceae	Ribes	Ribes alpinum
Tracheophyta	Magnoliopsida	Saxifragales	Grossulariaceae	Ribes	Ribes aureum
Tracheophyta	Magnoliopsida	Saxifragales	Grossulariaceae	Ribes	Ribes nigrum
Tracheophyta	Magnoliopsida	Saxifragales	Grossulariaceae	Ribes	Ribes petraeum
Tracheophyta	Magnoliopsida	Saxifragales	Grossulariaceae	Ribes	Ribes rubrum
Tracheophyta	Magnoliopsida	Saxifragales	Grossulariaceae	Ribes	Ribes sanguineum
Tracheophyta	Magnoliopsida	Saxifragales	Grossulariaceae	Ribes	Ribes uva-crispa
Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Robinia	Robinia pseudoacacia
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Rorippa	Rorippa anceps
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Rorippa	Rorippa amphibia
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Rorippa	Rorippa austriaca
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Rorippa	Rorippa islandica
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Rorippa	NA
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Rorippa	Rorippa palustris
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Rorippa	Rorippa pyrenaica
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Rorippa	Rorippa sylvestris
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa polliniana
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa abietina
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa agrestis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa arvensis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa caesia
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	NA
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa canina
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa chavinii
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa corymbifera
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa dumalis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa inodora
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa foetida
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa gallica
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa glauca
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa rubiginosa
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa marginata
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa majalis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa micrantha
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa mollis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa montana
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa multiflora
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa pendulina
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa pseudoscabriuscula
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa rhaetica
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa rugosa
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa sherardii
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa spinosissima
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa stylosa
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa subcanina
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa subcollina
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa balsamica
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa tomentosa
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa uriensis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa villosa
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa carolina
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia rosmarinus
Tracheophyta	Liliopsida	Poales	Poaceae	Rostraria	Rostraria cristata
Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Rubia	Rubia peregrina
Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Rubia	Rubia tinctorum
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus albiflorus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus allegheniensis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus armeniacus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus sprengelii
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus macrostemonides
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus bavaricus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus bertramii
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus bifrons
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus bregutiensis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus caesius
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus canaliculatus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus canescens
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus chamaemorus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus clusii
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus condensatus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus conspicuus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus constrictus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	NA
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus devitatus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus distractus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus divaricatus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus doerrii
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus drymophilus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus epipsilos
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus cinerascens
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus festii
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus flaccidifolius
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus saltuum
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus foliosus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus godronii
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus gothicus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus grabowskii
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus gremlii
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus holandrei
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus hirtus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus idaeus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus incanescens
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus adelphicus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus integribasis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus laciniatus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus landoltii
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus macrophyllus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus mercieri
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus mollis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus montanus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus polonicus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus oberdorferi
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus obtusangulus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus odoratus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus oenensis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus orthostachys
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus nutkanus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus nigricans
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus phoenicolasius
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus phyllostachys
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus plicatus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus praecox
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus pseudopsis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus radula
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus rhombicus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus royeri
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus rudis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus saxatilis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus spinulatus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus suevicola
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus sulcatus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus tereticaulis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus thelybatos
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus tumidus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus ulmifolius
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus vestitus
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus villarsianus
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Rudbeckia	Rudbeckia hirta
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Rudbeckia	Rudbeckia laciniata
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex pratensis
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex acetosa
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex acetosella
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex scutatus
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex alpinus
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex aquaticus
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex conglomeratus
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex crispus
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex hydrolapathum
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex longifolius
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex maritimus
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex nebroides
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex nivalis
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex obtusifolius
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex palustris
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex patientia
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex pulcher
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex sanguineus
Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex thyrsiflorus
Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Ruscus	Ruscus aculeatus
Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Ruta	Ruta graveolens
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sagina	Sagina apetala
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sagina	Sagina micropetala
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sagina	Sagina glabra
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sagina	Sagina nodosa
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sagina	Sagina procumbens
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sagina	Sagina saginoides
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	NA	NA
Tracheophyta	Liliopsida	Alismatales	Alismataceae	Sagittaria	Sagittaria latifolia
Tracheophyta	Liliopsida	Alismatales	Alismataceae	Sagittaria	Sagittaria platyphylla
Tracheophyta	Liliopsida	Alismatales	Alismataceae	Sagittaria	Sagittaria sagittifolia
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix fragilis
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix hegetschweileri
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix sepulcralis
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix alba
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix alpina
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix apennina
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix appendiculata
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix repens
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix aurita
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	NA
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix babylonica
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix bicolor
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix breviserrata
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix caesia
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix caprea
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix cinerea
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix daphnoides
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix eleagnos
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix foetida
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix glabra
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix glaucosericea
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix hastata
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix helvetica
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix herbacea
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix laggeri
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix myrsinifolia
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix myrtilloides
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix pentandra
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix purpurea
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix reticulata
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix retusa
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix rosmarinifolia
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix serpillifolia
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix starkeana
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix triandra
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix viminalis
Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix waldsteiniana
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Salpichroa	Salpichroa origanifolia
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Salsola	Salsola tragus
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia sylvestris
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia aethiopis
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia glutinosa
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia officinalis
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia pratensis
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia sclarea
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia verbenaca
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia verticillata
Tracheophyta	Polypodiopsida	Salviniales	Salviniaceae	Salvinia	Salvinia molesta
Tracheophyta	Polypodiopsida	Salviniales	Salviniaceae	Salvinia	Salvinia natans
Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Sambucus	Sambucus ebulus
Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Sambucus	Sambucus nigra
Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Sambucus	Sambucus racemosa
Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Samolus	Samolus valerandi
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Poterium	Poterium dodecandrum
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Poterium	Poterium sanguisorba
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Sanguisorba	Sanguisorba officinalis
Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Sanicula	Sanicula europaea
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Saponaria	Saponaria lutea
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Saponaria	Saponaria ocymoides
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Saponaria	Saponaria officinalis
Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Sarracenia	Sarracenia purpurea
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja hortensis
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja montana
Tracheophyta	Magnoliopsida	Piperales	Saururaceae	Saururus	Saururus cernuus
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Saussurea	Saussurea alpina
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Saussurea	Saussurea depressa
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Saussurea	Saussurea discolor
Tracheophyta	Magnoliopsida	Saxifragales	Saxifragaceae	Saxifraga	Saxifraga kochii
Tracheophyta	Magnoliopsida	Saxifragales	Saxifragaceae	Saxifraga	Saxifraga adscendens
Tracheophyta	Magnoliopsida	Saxifragales	Saxifragaceae	Saxifraga	Saxifraga aizoides
Tracheophyta	Magnoliopsida	Saxifragales	Saxifragaceae	Saxifraga	Saxifraga androsacea
Tracheophyta	Magnoliopsida	Saxifragales	Saxifragaceae	Saxifraga	Saxifraga aphylla
Tracheophyta	Magnoliopsida	Saxifragales	Saxifragaceae	Saxifraga	Saxifraga aspera
